,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1626,12.398083764650549,-0.021705794350530664,2.7813273686629074,0.027171593721812735,0.005465799016663088,1.0503922884089825,0.2131740152835846,1.0004311183324226,20000,11,0,12.293304681777954,0.0
1,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1662,12.310104978501357,-0.010253725567450508,2.755256056174254,0.15312828860269526,0.14287456349851801,1.2534962992637586,0.24924051761627197,1.0007368586002252,40000,41,1,24.06359624862671,0.0
2,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1589,14.552871072888955,-0.0097954607843302,2.6630357045393724,0.2645160512186778,0.254720589496458,1.702483800225533,0.3500884175300598,0.9999458520076214,60000,71,2,37.73761820793152,0.0
3,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1534,15.900020720230696,-0.008234793610440997,2.5994240088340566,0.5752095227631239,0.566974728458967,2.259678009840158,0.4153183102607727,0.9981333590470828,80000,108,3,52.123120069503784,0.0
4,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1431,18.15909177961014,-0.0076414561305099575,2.4967428598648462,1.2157460013261208,1.2081045447633816,3.5482325893182023,0.5625134706497192,1.0006654056983115,100000,163,4,69.84205508232117,0.0
5,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1366,18.098568682690253,-0.007906107187796479,2.4406934887934955,1.5918287399487618,1.583922629784315,4.023393802459424,0.6040626168251038,1.0003116412804678,120000,226,5,87.8206741809845,0.0
6,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1324,18.57125420358731,-0.008145674060170468,2.3860828558603924,2.23362411963634,2.2254784434269634,5.039964484175046,0.6626961827278137,1.0003683669444843,140000,300,6,105.71311831474304,0.0
7,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1300,29.677911204553492,-0.008835688687693806,2.286398571576828,2.839711542924245,2.83087585690694,8.152695642984831,1.1404104232788086,1.0010029105803906,160000,368,7,123.06528067588806,0.0
8,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1262,33.19257558660754,-0.009175839776006074,2.1189659201181854,5.812955251106849,5.803779420180199,13.934659763788565,1.6169050931930542,0.9996707192598245,180000,466,8,142.5404257774353,0.0
9,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1242,51.75896855522612,-0.007887024621371752,2.0534479161103567,7.406907134178358,7.399020100556887,23.069997433515695,2.4012997150421143,0.9986134905081528,200000,544,9,160.95217943191528,0.0
10,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1223,67.71668155714306,-0.0060780768969263405,1.9213532449343265,14.451718851847525,14.445640780986883,38.737913033901116,3.268791675567627,1.000574149764501,220000,638,10,179.7817578315735,0.0
11,/home/acthegreat/work/CS260R/Assignment 3/MetaDrive-Tut-100Env-v0/ppo,1203,83.86961493953392,-0.0051450037910865665,1.8444753976968618,20.43287195670299,20.42772690088321,61.99590183160244,3.5125322341918945,0.9997695308465224,240000,734,11,199.49038171768188,0.0
