,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate,current_q1,reward
36,MetaDrive-Tut-Hard-v0,226,34.2825645719274,37198,123,164.33913826942444,6.668031215667725,-6.922562599182129,0.5550181269645691,0.03,6.788661956787109,0.08879087120294571
37,MetaDrive-Tut-Hard-v0,224,41.24194546012127,38044,128,169.78925395011902,7.905865669250488,-8.107919692993164,0.13029415905475616,0.03,7.760534763336182,0.11531878262758255
38,MetaDrive-Tut-Hard-v0,220,51.72930158949276,39341,131,178.0787754058838,9.356704711914062,-9.581914901733398,0.05182315409183502,0.05,9.313941955566406,0.13862642645835876
39,MetaDrive-Tut-Hard-v0,219,58.477392022813845,40101,136,182.6875467300415,10.201151847839355,-10.518611907958984,0.8064581155776978,0.05,10.28608512878418,0.12086425721645355
40,MetaDrive-Tut-Hard-v0,216,67.49681380006952,41162,140,190.5426309108734,12.38433837890625,-12.701163291931152,0.47050607204437256,0.05,12.522991180419922,0.1504308581352234
41,MetaDrive-Tut-Hard-v0,214,75.62764636257236,42071,143,195.95237016677856,14.386957168579102,-14.631088256835938,0.16055819392204285,0.07,14.277912139892578,0.2269616425037384
42,MetaDrive-Tut-Hard-v0,212,86.0342607130437,43173,149,203.23271656036377,15.588606834411621,-15.702774047851562,0.15475955605506897,0.07,15.448159217834473,0.21289578080177307
43,MetaDrive-Tut-Hard-v0,210,93.77483252332408,44011,153,208.673246383667,17.794918060302734,-18.00069808959961,5.726731777191162,0.08,18.07973289489746,0.2338464856147766
44,MetaDrive-Tut-Hard-v0,209,102.90268250038376,45030,160,215.24635529518127,18.541555404663086,-18.935897827148438,3.4805657863616943,0.08,18.606307983398438,0.19700531661510468
45,MetaDrive-Tut-Hard-v0,207,114.22491619959038,46098,165,221.99536967277527,22.013973236083984,-22.582616806030273,0.5491762161254883,0.1,22.035316467285156,0.255359411239624
46,MetaDrive-Tut-Hard-v0,206,124.76445490871922,47178,174,228.50328254699707,23.41983413696289,-23.879505157470703,2.6861331462860107,0.1,23.26384735107422,0.2949254512786865
47,MetaDrive-Tut-Hard-v0,205,133.61030774756503,48069,182,233.94718313217163,25.99688720703125,-26.71780014038086,0.8342080116271973,0.1,26.216312408447266,0.27688324451446533
48,MetaDrive-Tut-Hard-v0,204,141.700331292178,49064,193,239.58945083618164,28.531131744384766,-28.86737823486328,1.1325033903121948,0.1,28.375579833984375,0.2898084819316864
49,MetaDrive-Tut-Hard-v0,204,149.97892389519262,50053,203,245.28861689567566,30.055368423461914,-30.665987014770508,10.583693504333496,0.1,30.152488708496094,0.3061985969543457
50,MetaDrive-Tut-Hard-v0,202,142.35375867102485,51001,215,251.24058389663696,31.283645629882812,-32.191253662109375,6.786486625671387,0.09,31.785350799560547,0.2970573902130127
51,MetaDrive-Tut-Hard-v0,202,127.9017656537079,52003,227,257.02551102638245,33.59040832519531,-34.286842346191406,7.6063008308410645,0.07,33.96189880371094,0.25673314929008484
52,MetaDrive-Tut-Hard-v0,201,117.11570878863967,53103,237,263.9821720123291,36.36411666870117,-37.02750015258789,2.311501979827881,0.05,36.519588470458984,0.3135913610458374
53,MetaDrive-Tut-Hard-v0,200,106.5895653823186,54004,245,269.9692244529724,37.45355224609375,-38.135337829589844,14.334748268127441,0.03,37.99437713623047,0.3265966773033142
54,MetaDrive-Tut-Hard-v0,198,103.68742000395945,55233,253,277.8694155216217,39.603759765625,-40.18310546875,0.9818638563156128,0.02,39.46452331542969,0.4149274230003357
55,MetaDrive-Tut-Hard-v0,197,100.7970466959057,56684,257,286.8488609790802,41.35554504394531,-41.76060104370117,5.091657638549805,0.02,41.44337463378906,0.3724762797355652
56,MetaDrive-Tut-Hard-v0,197,102.23207842797841,57684,258,291.99761605262756,42.181549072265625,-42.55216979980469,11.610240936279297,0.02,42.457733154296875,0.3384220004081726
57,MetaDrive-Tut-Hard-v0,197,105.07879770525344,58091,260,294.52641558647156,44.21272277832031,-44.89932632446289,1.5664178133010864,0.02,44.235252380371094,0.3857714533805847
58,MetaDrive-Tut-Hard-v0,196,102.46493926658836,59103,265,300.59883546829224,41.912437438964844,-42.93170166015625,1.91874361038208,0.0,42.1172981262207,0.3469287157058716
59,MetaDrive-Tut-Hard-v0,196,104.04754049630678,60018,270,305.86116194725037,45.15148162841797,-46.093196868896484,14.687731742858887,0.0,45.615806579589844,0.3661034107208252
60,MetaDrive-Tut-Hard-v0,195,105.5918131305022,61057,275,312.2172873020172,47.567054748535156,-47.661582946777344,2.6310489177703857,0.01,47.356910705566406,0.3835233747959137
61,MetaDrive-Tut-Hard-v0,194,105.72963613956978,62343,285,319.72563195228577,47.43169021606445,-48.48798370361328,14.87381649017334,0.01,48.05316925048828,0.3689606189727783
62,MetaDrive-Tut-Hard-v0,194,107.09245914388677,63021,289,323.81461691856384,50.75678253173828,-51.005977630615234,8.349967002868652,0.01,50.37274169921875,0.39659878611564636
63,MetaDrive-Tut-Hard-v0,193,108.2892010581766,64318,292,331.815288066864,51.648563385009766,-52.30226135253906,1.284034252166748,0.01,51.47708511352539,0.402452677488327
64,MetaDrive-Tut-Hard-v0,193,111.48810025139204,65111,297,336.83967661857605,52.12015914916992,-52.38883972167969,2.7731857299804688,0.01,51.598594665527344,0.4437841475009918
65,MetaDrive-Tut-Hard-v0,192,117.05376890952886,66342,301,344.20730090141296,55.6431884765625,-56.08137512207031,1.4336198568344116,0.01,55.40736389160156,0.4157506823539734
66,MetaDrive-Tut-Hard-v0,192,119.73757306217314,67041,304,348.8331649303436,55.96057891845703,-56.40758514404297,1.3050951957702637,0.01,55.826141357421875,0.40131473541259766
67,MetaDrive-Tut-Hard-v0,191,126.22329542623702,68162,311,355.6962311267853,55.585113525390625,-56.34934997558594,2.5377726554870605,0.01,55.80027770996094,0.3676493763923645
68,MetaDrive-Tut-Hard-v0,191,131.4878698820353,69276,318,361.9048819541931,55.52180862426758,-56.25980758666992,7.860416412353516,0.01,55.51689910888672,0.4348333179950714
69,MetaDrive-Tut-Hard-v0,190,137.6729967290147,70152,322,367.3917598724365,58.247764587402344,-58.59457778930664,2.181769371032715,0.01,58.754600524902344,0.4712924361228943
70,MetaDrive-Tut-Hard-v0,190,142.9520318093317,71088,326,373.00740027427673,57.567893981933594,-56.90409469604492,10.631574630737305,0.02,56.62406539916992,0.4259439706802368
71,MetaDrive-Tut-Hard-v0,190,148.98783769159377,72134,330,378.95087575912476,60.34175109863281,-61.0263671875,2.5449771881103516,0.03,60.03633499145508,0.4773182272911072
72,MetaDrive-Tut-Hard-v0,189,155.21906243468595,73240,333,385.59833335876465,61.594566345214844,-62.83413314819336,2.0144457817077637,0.04,61.988502502441406,0.4438716769218445
73,MetaDrive-Tut-Hard-v0,189,159.17992929963305,74104,336,391.73028588294983,60.5740966796875,-60.48015213012695,12.411894798278809,0.05,59.83909606933594,0.4161878824234009
74,MetaDrive-Tut-Hard-v0,188,165.27009012162134,75499,339,401.4205765724182,62.103843688964844,-62.858070373535156,7.080066680908203,0.07,62.06098175048828,0.44382113218307495
75,MetaDrive-Tut-Hard-v0,187,168.33798638186894,76065,341,405.19547748565674,63.80133056640625,-63.880821228027344,3.4076151847839355,0.08,63.66261291503906,0.43924564123153687
76,MetaDrive-Tut-Hard-v0,186,173.06395607290978,77039,344,412.1331238746643,64.15084838867188,-64.11058044433594,3.1446704864501953,0.09,63.83096694946289,0.5256412029266357
77,MetaDrive-Tut-Hard-v0,186,178.915217019333,78384,347,421.1010024547577,60.8674430847168,-61.538124084472656,7.1382646560668945,0.1,60.66330337524414,0.37061670422554016
78,MetaDrive-Tut-Hard-v0,185,184.28787913100433,79574,349,428.7733225822449,64.6563491821289,-65.13113403320312,30.643735885620117,0.12,65.00424194335938,0.4500480592250824
79,MetaDrive-Tut-Hard-v0,185,187.56098641675788,80183,351,432.31491923332214,63.99696350097656,-63.98749542236328,2.492807626724243,0.13,63.580936431884766,0.5072537064552307
80,MetaDrive-Tut-Hard-v0,184,192.00784202112794,81513,354,441.5735054016113,63.45151901245117,-64.10223388671875,29.246479034423828,0.15,63.61497497558594,0.4562390446662903
81,MetaDrive-Tut-Hard-v0,184,193.9064719605505,82261,356,446.32926416397095,63.67021942138672,-64.20597839355469,3.7985901832580566,0.16,63.67400360107422,0.41827335953712463
82,MetaDrive-Tut-Hard-v0,183,198.6669862351447,83436,359,454.32077503204346,68.52085876464844,-68.38792419433594,5.483642101287842,0.18,67.97785949707031,0.4542054533958435
83,MetaDrive-Tut-Hard-v0,183,202.30020670000948,84431,361,460.6167447566986,66.94383239746094,-67.24837493896484,3.5219674110412598,0.2,66.44495391845703,0.4376257658004761
84,MetaDrive-Tut-Hard-v0,183,205.4617119511588,85019,362,464.4240424633026,67.74856567382812,-67.59190368652344,2.3281946182250977,0.21,67.58354187011719,0.5566465258598328
85,MetaDrive-Tut-Hard-v0,182,207.29336578225258,86144,365,471.5335946083069,68.67012786865234,-68.99752044677734,3.692979097366333,0.23,68.06967163085938,0.5402386784553528
86,MetaDrive-Tut-Hard-v0,182,211.09828060079846,87140,368,477.67257165908813,68.33757019042969,-69.41696166992188,27.78864288330078,0.25,68.78807830810547,0.4167781174182892
87,MetaDrive-Tut-Hard-v0,181,212.1930054298665,88325,372,485.6502196788788,68.49840545654297,-68.72386932373047,2.7944250106811523,0.26,68.43887329101562,0.5173376202583313
88,MetaDrive-Tut-Hard-v0,181,217.41350032541513,89240,374,491.20658326148987,68.72216796875,-68.48453521728516,5.425009727478027,0.28,68.14447021484375,0.40609657764434814
89,MetaDrive-Tut-Hard-v0,181,222.74821937593177,90291,376,498.71143770217896,71.26485443115234,-71.67662811279297,2.6451339721679688,0.29,70.83998107910156,0.5078830718994141
90,MetaDrive-Tut-Hard-v0,180,227.541911958814,91184,379,504.4732027053833,69.29353332519531,-69.66242218017578,1.9334442615509033,0.31,68.99871826171875,0.5029696226119995
91,MetaDrive-Tut-Hard-v0,180,232.321067498903,92224,382,511.061402797699,70.84269714355469,-70.65074157714844,2.483213186264038,0.32,70.32717895507812,0.52245032787323
92,MetaDrive-Tut-Hard-v0,180,237.77995257494166,93183,384,517.1366899013519,70.95048522949219,-71.34374237060547,14.49853515625,0.34,71.1285171508789,0.5512605905532837
93,MetaDrive-Tut-Hard-v0,179,241.79717234532188,94249,386,524.0409862995148,71.35499572753906,-71.94154357910156,4.050203323364258,0.36,71.62057495117188,0.5344861149787903
94,MetaDrive-Tut-Hard-v0,179,245.03864980212424,95282,389,530.5660755634308,71.073974609375,-71.5082015991211,7.397254943847656,0.38,71.22880554199219,0.5082798600196838
95,MetaDrive-Tut-Hard-v0,179,249.94430982289083,96233,391,536.6339249610901,72.47640228271484,-73.96238708496094,24.732868194580078,0.39,73.15200805664062,0.5114108324050903
96,MetaDrive-Tut-Hard-v0,178,255.99695165923043,97225,393,543.6712317466736,73.83401489257812,-75.24830627441406,10.554681777954102,0.41,74.43577575683594,0.5355450510978699
97,MetaDrive-Tut-Hard-v0,178,260.45470144007544,98217,395,550.721969127655,71.02796936035156,-71.99993896484375,10.065031051635742,0.43,71.52957153320312,0.511175274848938
98,MetaDrive-Tut-Hard-v0,177,263.4634376908031,99197,398,557.9622435569763,72.31989288330078,-72.49886322021484,2.959533929824829,0.44,72.4620361328125,0.5227416753768921
