,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,data/,655,2.6814442366452336,1004,5,1.53080153465271,,,,0.0
1,data/,657,2.3187649787487437,2009,10,3.0543293952941895,,,,0.0
2,data/,664,2.331121236813682,3014,15,4.534789800643921,,,,0.0
3,data/,667,2.233621783319058,4019,20,6.021978378295898,,,,0.0
4,data/,669,2.2817141426840593,5024,25,7.508706092834473,,,,0.0
5,data/,670,2.228033700163547,6029,30,8.995023250579834,,,,0.0
6,data/,672,2.232189507835439,7034,35,10.46660327911377,,,,0.0
7,data/,672,2.2531378204892305,8039,40,11.947273969650269,,,,0.0
8,data/,673,2.2667374084300187,9044,45,13.421258687973022,,,,0.0
