,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate,current_q1,current_q2,reward
0,MetaDrive-Tut-100Env-v0,862,5.130723721063306,1338,2,1.551673412322998,,,,0.0,,,
1,MetaDrive-Tut-100Env-v0,709,6.576107974096318,2945,4,4.14887809753418,,,,0.0,,,
2,MetaDrive-Tut-100Env-v0,743,7.480980291330042,3946,5,5.304378271102905,,,,0.0,,,
3,MetaDrive-Tut-100Env-v0,767,7.811622827606949,4947,6,6.4440016746521,,,,0.0,,,
4,MetaDrive-Tut-100Env-v0,767,8.275422037873904,5948,7,7.749117136001587,,,,0.0,,,
5,MetaDrive-Tut-100Env-v0,791,8.792698443801362,6949,8,8.783804416656494,,,,0.0,,,
6,MetaDrive-Tut-100Env-v0,789,8.930683935512924,7950,9,10.073633193969727,,,,0.0,,,
7,MetaDrive-Tut-100Env-v0,762,9.355346122099721,8951,10,11.74341082572937,,,,0.0,,,
8,MetaDrive-Tut-100Env-v0,773,9.497178964332491,9952,11,12.863220691680908,,,,0.0,,,
9,MetaDrive-Tut-100Env-v0,751,9.067776670445669,10050,12,13.37614631652832,0.01111328974366188,,0.0006795821245759726,0.0,0.014966381713747978,0.007539710495620966,0.011485455557703972
10,MetaDrive-Tut-100Env-v0,522,0.055026824507138805,11047,56,21.14948296546936,0.054801568388938904,-0.06552743911743164,0.0037067162338644266,0.0,0.04325614124536514,0.03778781741857529,0.018489917740225792
11,MetaDrive-Tut-100Env-v0,469,0.17952628443116014,12082,63,25.73132085800171,0.05323213338851929,,0.18780644237995148,0.0,0.03067385032773018,0.027937160804867744,0.005145321600139141
12,MetaDrive-Tut-100Env-v0,424,1.4959388535572644,13010,78,30.61791729927063,0.051960207521915436,,0.5366764068603516,0.0,0.07478649914264679,0.06538690626621246,-0.0211598202586174
13,MetaDrive-Tut-100Env-v0,387,3.815847881617218,14019,100,36.212236404418945,0.2264503389596939,-0.20099297165870667,0.04485127329826355,0.0,0.16594654321670532,0.2090616524219513,0.058599524199962616
14,MetaDrive-Tut-100Env-v0,357,7.959027763648455,15069,125,42.191237688064575,0.43588152527809143,-0.5791477560997009,0.5324649810791016,0.0,0.4878976345062256,0.4449104070663452,0.06549763679504395
15,MetaDrive-Tut-100Env-v0,338,13.429534224109114,16030,147,47.381874799728394,0.847044825553894,,0.545048713684082,0.0,0.924001932144165,0.9258268475532532,0.06489994376897812
16,MetaDrive-Tut-100Env-v0,323,18.73956071765835,17021,168,52.6719024181366,1.4511715173721313,-1.6229422092437744,0.7579678297042847,0.0,1.4096769094467163,1.438180923461914,0.12240363657474518
17,MetaDrive-Tut-100Env-v0,311,24.590575889348656,18036,186,57.94467854499817,2.2071213722229004,,1.134285807609558,0.0,2.2414746284484863,2.2325892448425293,0.16844500601291656
18,MetaDrive-Tut-100Env-v0,303,26.595224007554783,19022,206,62.73496127128601,2.894545555114746,,1.7270798683166504,0.0,2.8365395069122314,2.8207836151123047,0.13766849040985107
19,MetaDrive-Tut-100Env-v0,295,29.92010468657219,20004,224,67.76122736930847,3.7514028549194336,,1.6623729467391968,0.0,3.771021842956543,3.754856824874878,0.19305039942264557
20,MetaDrive-Tut-100Env-v0,287,30.466684510013987,21095,245,73.3310399055481,4.604177474975586,-4.9113264083862305,2.459840774536133,0.0,4.628431797027588,4.67863655090332,0.15173494815826416
21,MetaDrive-Tut-100Env-v0,282,33.75574849187533,22012,257,77.86506724357605,5.524127006530762,,4.127341270446777,0.0,5.461408615112305,5.483550071716309,0.23052483797073364
22,MetaDrive-Tut-100Env-v0,277,39.92928791114877,23035,270,83.11098456382751,6.472325325012207,-6.590015888214111,2.6053099632263184,0.0,6.199397087097168,6.215141773223877,0.2749495506286621
23,MetaDrive-Tut-100Env-v0,272,44.261559092738295,24007,281,88.13944816589355,7.085095405578613,-7.360547065734863,6.626062870025635,0.0,7.021185398101807,7.046962738037109,0.1925704926252365
24,MetaDrive-Tut-100Env-v0,267,53.31859119265017,25107,292,93.90027976036072,8.698463439941406,-8.876192092895508,4.977524757385254,0.0,8.634066581726074,8.628506660461426,0.3441135883331299
25,MetaDrive-Tut-100Env-v0,264,60.604007433427235,26097,302,98.64937138557434,9.805164337158203,-10.260852813720703,1.8844501972198486,0.0,9.788846969604492,9.847640991210938,0.3881075382232666
26,MetaDrive-Tut-100Env-v0,262,68.09422023123662,27019,311,103.03895664215088,11.360739707946777,-11.758790016174316,0.5616832971572876,0.0,11.41248893737793,11.468791007995605,0.4675038456916809
27,MetaDrive-Tut-100Env-v0,259,75.22696795799479,28046,322,108.05361366271973,11.380599975585938,,4.038432598114014,0.0,11.530086517333984,11.498357772827148,0.39040815830230713
28,MetaDrive-Tut-100Env-v0,256,81.56753775982298,29068,333,113.17063093185425,12.504030227661133,,4.633370876312256,0.0,12.47996711730957,12.567696571350098,0.3438487648963928
29,MetaDrive-Tut-100Env-v0,254,88.74731498393533,30016,342,117.94216728210449,14.02346420288086,,5.448019027709961,0.0,13.995105743408203,13.970531463623047,0.3897220492362976
30,MetaDrive-Tut-100Env-v0,251,95.71848843860859,31066,348,123.44612574577332,16.514259338378906,,1.2020773887634277,0.0,16.65593719482422,16.57752799987793,0.5472030639648438
31,MetaDrive-Tut-100Env-v0,249,101.45699740364768,32065,353,128.55287837982178,17.055625915527344,-17.001121520996094,6.792751789093018,0.01,16.633785247802734,16.608016967773438,0.4737459719181061
32,MetaDrive-Tut-100Env-v0,247,106.1331877665953,33075,357,133.5109088420868,17.724287033081055,-18.139354705810547,9.328958511352539,0.01,17.511573791503906,17.625877380371094,0.48871535062789917
33,MetaDrive-Tut-100Env-v0,244,115.2097594158661,34272,361,140.21797251701355,19.804302215576172,,3.234476327896118,0.03,19.403629302978516,19.53498077392578,0.5416146516799927
34,MetaDrive-Tut-100Env-v0,243,120.29185659032042,35056,363,144.21566224098206,19.519123077392578,,6.817104339599609,0.05,19.79061508178711,19.877302169799805,0.49236777424812317
35,MetaDrive-Tut-100Env-v0,240,127.92026305898716,36107,366,150.0858449935913,21.55905532836914,-21.954811096191406,6.785013198852539,0.07,21.52410125732422,21.558917999267578,0.5587176084518433
36,MetaDrive-Tut-100Env-v0,239,134.02734863322965,37248,369,155.65727424621582,22.3955078125,,7.383411407470703,0.1,22.809154510498047,22.75537109375,0.5037240386009216
37,MetaDrive-Tut-100Env-v0,237,139.704602669197,38206,373,160.82894778251648,22.9581356048584,,14.459260940551758,0.11,23.263813018798828,23.09895133972168,0.49268585443496704
38,MetaDrive-Tut-100Env-v0,236,145.7264670421525,39186,377,166.0006091594696,24.546932220458984,,2.6163113117218018,0.11,24.050167083740234,24.098613739013672,0.5133031606674194
39,MetaDrive-Tut-100Env-v0,234,152.46695198309044,40268,380,171.83196449279785,25.367015838623047,,4.82688045501709,0.13,25.106813430786133,25.234210968017578,0.5616811513900757
40,MetaDrive-Tut-100Env-v0,233,155.34213539997475,41116,384,176.20922780036926,26.0716552734375,,12.37666130065918,0.13,25.851390838623047,25.534957885742188,0.5726763010025024
41,MetaDrive-Tut-100Env-v0,232,161.2154948110053,42068,388,180.8478810787201,27.949872970581055,,3.388360023498535,0.13,27.820329666137695,28.058971405029297,0.5811984539031982
42,MetaDrive-Tut-100Env-v0,231,164.80107325959773,43074,391,186.32244539260864,29.04605484008789,,9.921915054321289,0.14,28.475162506103516,28.40416145324707,0.6536296606063843
43,MetaDrive-Tut-100Env-v0,229,168.92081319958922,44197,395,192.2685408592224,28.137805938720703,-28.313947677612305,28.173194885253906,0.15,28.506729125976562,28.719411849975586,0.49942895770072937
44,MetaDrive-Tut-100Env-v0,229,171.9859674200464,45024,401,196.3029510974884,30.070526123046875,,12.269523620605469,0.15,30.673507690429688,30.665021896362305,0.5384397506713867
45,MetaDrive-Tut-100Env-v0,228,176.85729634335553,46138,406,201.813316822052,30.8922176361084,,4.479267120361328,0.16,30.7491455078125,30.426677703857422,0.6288308501243591
46,MetaDrive-Tut-100Env-v0,227,182.32135834057772,47301,410,207.54716682434082,30.985820770263672,-31.042255401611328,19.02130889892578,0.18,30.64223861694336,30.950328826904297,0.6622016429901123
47,MetaDrive-Tut-100Env-v0,227,185.38522449349148,48232,413,212.2978639602661,32.258445739746094,,8.777580261230469,0.2,31.99538230895996,31.90221405029297,0.6393821239471436
48,MetaDrive-Tut-100Env-v0,226,188.25823990154805,49139,418,217.12061762809753,33.36499786376953,-34.353553771972656,3.704219341278076,0.2,33.801536560058594,33.817726135253906,0.6341192722320557
49,MetaDrive-Tut-100Env-v0,225,193.06576314048323,50044,423,221.68708515167236,31.969512939453125,,15.16504955291748,0.21,31.98253059387207,31.975616455078125,0.5804692506790161
50,MetaDrive-Tut-100Env-v0,224,199.8388719332017,51355,428,228.96205067634583,34.95011901855469,-34.998199462890625,13.044872283935547,0.22,34.82145309448242,34.8555793762207,0.6060817837715149
51,MetaDrive-Tut-100Env-v0,223,204.4951629086683,52011,431,232.46142840385437,33.50404357910156,-33.836402893066406,22.314279556274414,0.22,33.25341796875,33.15687561035156,0.5167921781539917
52,MetaDrive-Tut-100Env-v0,223,209.16362799954896,53001,434,237.62338590621948,34.32575607299805,-34.48308181762695,30.84088134765625,0.24,33.94528579711914,33.91880798339844,0.6805830001831055
53,MetaDrive-Tut-100Env-v0,221,212.48642030364243,54200,441,244.1566731929779,36.16598129272461,,18.09909439086914,0.24,36.9636116027832,36.77928161621094,0.6182935237884521
54,MetaDrive-Tut-100Env-v0,221,214.33992075734918,55068,446,248.3717930316925,34.80925369262695,,32.67499923706055,0.25,34.4231071472168,34.29814147949219,0.5878113508224487
55,MetaDrive-Tut-100Env-v0,221,215.46906783171414,56306,451,254.56333136558533,36.105682373046875,,24.57857894897461,0.26,35.917755126953125,36.01703643798828,0.6772791147232056
56,MetaDrive-Tut-100Env-v0,220,216.8438226773652,57245,454,259.42322039604187,36.56132125854492,-37.334075927734375,12.753471374511719,0.27,37.083099365234375,37.29148864746094,0.6373004913330078
57,MetaDrive-Tut-100Env-v0,220,220.2432169542635,58087,456,263.72183752059937,38.8237190246582,-39.7783088684082,22.22162628173828,0.28,39.207481384277344,39.13226318359375,0.6498149633407593
58,MetaDrive-Tut-100Env-v0,219,221.19433456889885,59337,460,270.1452987194061,38.552581787109375,-39.370079040527344,6.972609043121338,0.29,38.82244110107422,38.7494010925293,0.7043825387954712
59,MetaDrive-Tut-100Env-v0,219,218.06410257809767,60136,463,274.29024958610535,37.005062103271484,,36.76610565185547,0.27,37.48653030395508,37.21342849731445,0.6081386804580688
60,MetaDrive-Tut-100Env-v0,218,217.8976337382489,61065,466,279.243634223938,40.2364387512207,-40.624759674072266,36.13941955566406,0.26,40.25371551513672,40.17458724975586,0.63747239112854
61,MetaDrive-Tut-100Env-v0,218,214.46495789484965,62034,470,284.1574990749359,39.39373779296875,,36.090797424316406,0.24,39.261070251464844,39.275634765625,0.6552045345306396
62,MetaDrive-Tut-100Env-v0,217,216.91074233611846,63180,473,290.49080657958984,39.98625564575195,,15.709205627441406,0.24,40.094459533691406,40.036346435546875,0.6553193926811218
63,MetaDrive-Tut-100Env-v0,216,219.97406470574134,64261,476,296.7570219039917,40.32562255859375,-40.73402404785156,30.79348373413086,0.24,39.87022018432617,39.7564582824707,0.7468290328979492
64,MetaDrive-Tut-100Env-v0,216,220.8531032620839,65361,479,302.34383821487427,41.28959655761719,-41.68218231201172,6.734084129333496,0.25,41.17523956298828,41.35931396484375,0.6318578124046326
65,MetaDrive-Tut-100Env-v0,215,220.36600887247016,66472,483,308.39205026626587,41.249183654785156,,7.87929630279541,0.25,41.206947326660156,41.13861083984375,0.7629852890968323
66,MetaDrive-Tut-100Env-v0,214,223.8578192393944,67145,484,312.8927125930786,41.083984375,-41.91084289550781,32.13801574707031,0.26,41.362548828125,40.970237731933594,0.6929135918617249
67,MetaDrive-Tut-100Env-v0,214,225.69277866003043,68111,487,318.11224150657654,43.46929168701172,-44.6899299621582,7.092202186584473,0.27,44.10431671142578,43.718902587890625,0.7243620157241821
68,MetaDrive-Tut-100Env-v0,213,227.6783775164805,69023,490,322.7384693622589,41.26759338378906,-41.63545227050781,11.8180513381958,0.28,40.536277770996094,40.54862594604492,0.6525173187255859
69,MetaDrive-Tut-100Env-v0,213,231.92418965512869,70499,494,330.5090069770813,44.006866455078125,-45.04937744140625,13.674209594726562,0.29,44.90380096435547,44.83332824707031,0.580528736114502
70,MetaDrive-Tut-100Env-v0,213,230.81464664730964,71062,496,333.32267236709595,44.40481185913086,,20.954376220703125,0.3,45.1453857421875,44.92380142211914,0.6909875869750977
71,MetaDrive-Tut-100Env-v0,212,236.77825485666565,72040,498,339.14786314964294,44.425453186035156,,13.870847702026367,0.32,44.28530502319336,44.35038375854492,0.6674478650093079
72,MetaDrive-Tut-100Env-v0,211,241.0237266428853,73092,500,345.18331265449524,44.903175354003906,,29.664833068847656,0.34,45.79414367675781,45.81373977661133,0.7540941834449768
73,MetaDrive-Tut-100Env-v0,211,246.58970529283306,74187,503,350.66955637931824,44.93470764160156,-45.66674041748047,20.041824340820312,0.36,45.14834213256836,45.24453353881836,0.6440507173538208
74,MetaDrive-Tut-100Env-v0,211,247.4116173201419,75135,505,355.6320517063141,45.42787170410156,-45.63957977294922,22.805179595947266,0.37,45.51192092895508,45.7335205078125,0.5632500648498535
