,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate,current_q1,current_q2,reward
0,MetaDrive-Tut-50Env-v0,820,11.191822847729993,2001,2,2.4379029273986816,,,,0.0,,,
1,MetaDrive-Tut-50Env-v0,692,11.99955144975385,3002,3,4.333548069000244,,,,0.0,,,
2,MetaDrive-Tut-50Env-v0,735,9.075708265619236,4361,5,5.929102659225464,,,,0.0,,,
3,MetaDrive-Tut-50Env-v0,748,9.454994571806047,5362,6,7.164319276809692,,,,0.0,,,
4,MetaDrive-Tut-50Env-v0,717,8.943342239735571,6321,7,8.813100337982178,,,,0.0,,,
5,MetaDrive-Tut-50Env-v0,726,9.372605108575689,7322,8,10.08352279663086,,,,0.0,,,
6,MetaDrive-Tut-50Env-v0,747,9.602349519502258,8323,9,11.137685775756836,,,,0.0,,,
7,MetaDrive-Tut-50Env-v0,760,9.929377232045935,9324,10,12.258988618850708,,,,0.0,,,
8,MetaDrive-Tut-50Env-v0,734,10.353213902813613,10058,11,13.690443277359009,0.013879122212529182,,0.000683416030369699,0.0,0.016001872718334198,0.019205179065465927,0.011853903532028198
9,MetaDrive-Tut-50Env-v0,513,0.403022425093875,11376,55,22.14470601081848,0.053523194044828415,,0.20453421771526337,0.0,0.08201363682746887,0.07568839192390442,0.004646880552172661
10,MetaDrive-Tut-50Env-v0,469,0.7675368707464946,12027,62,25.606754541397095,0.08953707665205002,-0.0953407734632492,0.01648825779557228,0.0,0.06218340992927551,0.08056117594242096,0.03215876594185829
11,MetaDrive-Tut-50Env-v0,416,5.89362209989314,13046,76,31.31979012489319,0.17568407952785492,,0.2705732583999634,0.0,0.15463458001613617,0.16073882579803467,0.0480068139731884
12,MetaDrive-Tut-50Env-v0,376,9.490886326245302,14013,97,37.212658643722534,0.48885318636894226,-0.5618157386779785,0.21613344550132751,0.0,0.42989328503608704,0.4325106739997864,0.06799021363258362
13,MetaDrive-Tut-50Env-v0,349,14.234086623957573,15022,118,42.925288438797,0.8767964243888855,,1.6970765590667725,0.0,0.9431964159011841,0.9576869606971741,-0.01740969717502594
14,MetaDrive-Tut-50Env-v0,331,20.085800835360168,16016,140,48.35716772079468,1.657167911529541,,1.5098479986190796,0.0,1.7508785724639893,1.733072280883789,0.1090499758720398
15,MetaDrive-Tut-50Env-v0,314,25.997661509926726,17018,160,54.045711517333984,2.373413324356079,,0.9037678241729736,0.0,2.3270955085754395,2.287625789642334,0.1392764449119568
16,MetaDrive-Tut-50Env-v0,303,28.219014765177103,18008,177,59.345197439193726,3.2721924781799316,,1.7718281745910645,0.0,3.109769821166992,3.099494457244873,0.2044849991798401
17,MetaDrive-Tut-50Env-v0,291,32.94557908786246,19040,193,65.23755145072937,4.409712791442871,,1.9096407890319824,0.0,4.441028594970703,4.465391635894775,0.28834104537963867
18,MetaDrive-Tut-50Env-v0,282,35.422307960659104,20005,207,70.81295394897461,5.310336112976074,-5.535170555114746,1.6900115013122559,0.0,5.156057834625244,5.133842468261719,0.3304288685321808
19,MetaDrive-Tut-50Env-v0,275,43.57144128057218,21066,219,76.56016254425049,6.103812217712402,,5.439664840698242,0.0,6.348160743713379,6.307761192321777,0.2757676839828491
20,MetaDrive-Tut-50Env-v0,270,51.238622077166646,22029,230,81.5778636932373,7.03888463973999,-7.607907772064209,2.5571060180664062,0.0,7.27674674987793,7.279922008514404,0.29284778237342834
21,MetaDrive-Tut-50Env-v0,264,58.99878944405958,23071,241,87.20390152931213,8.288616180419922,-8.625322341918945,8.439353942871094,0.0,8.27811050415039,8.294168472290039,0.3111974895000458
22,MetaDrive-Tut-50Env-v0,259,66.73071408633349,24035,251,92.54092907905579,9.523395538330078,-9.691187858581543,4.983211040496826,0.0,9.328304290771484,9.339700698852539,0.405495822429657
23,MetaDrive-Tut-50Env-v0,254,72.77649601546615,25011,261,98.29954481124878,9.876866340637207,-10.161481857299805,3.6204261779785156,0.0,9.66045093536377,9.629343032836914,0.35097700357437134
24,MetaDrive-Tut-50Env-v0,249,78.71734385308112,26060,272,104.35870313644409,11.232671737670898,,1.003917932510376,0.0,10.74876594543457,10.876846313476562,0.395918071269989
25,MetaDrive-Tut-50Env-v0,244,86.18310297298038,27104,278,110.76704955101013,12.595563888549805,,4.991247653961182,0.01,12.451282501220703,12.392592430114746,0.4773516058921814
26,MetaDrive-Tut-50Env-v0,240,92.98842178162379,28050,282,116.58117866516113,14.131610870361328,,4.937838554382324,0.02,14.537344932556152,14.368280410766602,0.46493035554885864
27,MetaDrive-Tut-50Env-v0,236,101.71564715624908,29129,285,122.98619270324707,16.2381591796875,-16.923887252807617,2.006385087966919,0.05,16.112768173217773,16.050968170166016,0.5868337154388428
28,MetaDrive-Tut-50Env-v0,234,107.0858957839218,30072,290,128.14821195602417,16.311126708984375,,7.27437686920166,0.07,16.632736206054688,16.51835060119629,0.5835204124450684
